id,data_size,workload,invocations,func_type_id,associated_iot_id
929,0.305329,264,6,1,4
930,0.432487,379,6,7,49
931,0.012875,221,8,2,41
932,0.015958,253,12,2,61
933,0.238616,314,10,1,31
934,0.481304,505,10,3,67
935,0.255953,349,10,6,76
936,0.247654,274,15,1,29
937,0.394444,392,7,0,12
938,0.137222,417,13,9,65
939,0.425126,391,8,8,89
940,0.248645,293,6,1,59
941,0.47223,253,8,8,89
942,0.198737,524,15,7,33
943,0.479437,763,9,6,99
944,0.324423,499,7,0,79
945,0.341682,687,6,0,54
946,0.378895,513,8,2,39
947,0.375438,454,12,2,20
948,0.462804,405,14,3,73
949,0.287817,665,12,9,20
950,0.072988,304,8,9,42
951,0.237409,219,13,2,7
952,0.429524,520,14,5,47
953,0.433016,690,10,5,12
954,0.420447,742,11,0,77
955,0.234917,655,11,2,16
956,0.449057,759,6,0,33
957,0.230294,451,15,2,68
958,0.115842,753,15,7,61
959,0.060279,262,8,0,33
960,0.377746,774,10,5,6
961,0.264047,646,11,2,53
962,0.054624,210,11,5,10
963,0.168486,520,6,2,66
964,0.110083,316,8,1,57
965,0.42741,418,7,1,73
966,0.220313,688,11,7,21
967,0.288151,593,8,9,74
968,0.304796,287,14,2,73
969,0.010906,261,8,2,46
970,0.309497,506,5,3,16
971,0.099907,500,11,3,43
972,0.206451,749,11,0,34
973,0.225697,455,10,3,38
974,0.060292,388,15,3,38
975,0.131765,400,5,0,6
976,0.243158,765,10,9,89
977,0.175942,277,7,5,65
978,0.218292,290,13,0,32
979,0.479675,641,5,6,81
980,0.2877,641,9,9,94
981,0.443491,536,7,3,65
982,0.227871,789,12,6,93
983,0.398679,616,5,0,46
984,0.355212,503,5,1,62
985,0.411001,571,10,8,77
986,0.288037,541,11,2,6
987,0.15125,649,5,9,12
988,0.446077,224,10,2,6
989,0.451632,740,6,9,52
990,0.194281,611,12,2,41
991,0.324912,791,13,2,62
992,0.148464,755,8,8,30
993,0.310755,303,13,4,23
994,0.146685,245,11,5,96
995,0.159392,325,14,8,43
996,0.462673,387,13,0,72
997,0.059599,647,14,1,38
998,0.376095,591,12,8,40
999,0.318511,749,14,6,48
